,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id,Aircraft Manufacturer,Route_Departure,Route_Destination,Review_score_nltk,Review_score_flair,Review_score
106197,Swoop,Economy Class,2020-12-31,2020-03-06,1,1,1,Canada,2.0,no,"Ft Lauderdale to Hamilton. This carrier allows only one child item per reservation, not per child. So a family gets stuck paying for legally required items like car seats and essential items like a stroller. I have never once encountered this. What a terrible way to treat families. Have a question or problem? Good luck! Swoop's chat was a joke and they charge $15+tax to speak to someone on the phone. Their check in process was the nail in the coffin. Virtually no staff. After standing in one of two lines for some time, someone finally came and told about 50 people they were in the wrong line. After we all shuffled over, they only processed the one line and held everyone else. The line was backed up out the doors of the terminal. First and last time I make the mistake of flying this airline. You won't save money. You won't save time. You won't save headaches. Hoping they seriously reform their business model or go out of business.",2,3,swoop,You won't save money,Family Leisure,Trip Verified,1,1,f22d22c9-f7fc-4ea0-a979-f8fbdad97489,Airbus,Ft Lauderdale,Hamilton,0,0,0
106198,Swoop,Economy Class,2020-12-31,2020-03-05,0,0,1,Canada,1.0,no,"Edmonton to Abbotsford. This is, by far, the worst airline I’ve ever had the displeasure of flying . They are non time and every person I dealt with was unhelpful and borderline rude.  I thought Flair was bad, but sadly I long for Flair after these recent experiences. Unfortunately, Swoop crushed Flair and they are ceasing flights to my destination. My advice to anyone even considering flying Swoop, spend a few extra dollars and fly a real airline.  I realize that this is a discount carrier, but seriously?",1,1,swoop,realize this is a discount carrier,Family Leisure,Trip Verified,1,0,8d03ad3a-5c25-4884-96a1-2210e627c1e7,Airbus,Edmonton,Abbotsford,0,0,0
106199,Swoop,Economy Class,2020-12-31,2020-03-05,0,3,4,Canada,7.0,yes,"Flight from Edmonton to Mazatlan was bang on, no problems whatsoever. Was worried due to the reviews but it was one of the best flights I have been on. An hour delay coming home, not a big deal, I have dealt with way worse on other airlines. The flight attendants were very friendly. Don’t listen to the whiners, they want a champagne flight on a beer budget. If you can’t afford $50 to upgrade your seat do us all a favour and stay home. Swoop is half the cost of other airlines. If you want the princess treatment book another airline, and if you can’t afford that don’t go on vacation.",3,4,swoop,one of the best flights,Couple Leisure,Trip Verified,5,0,de6ea0ac-6f75-4a24-93fa-80c5130e2199,Airbus,Edmonton,Mazatlan,1,1,1
106200,Swoop,Economy Class,2020-12-31,2020-03-02,0,1,1,Canada,1.0,no,"Swoop made my first ever solo flight woeful. It has been 5 days since I landed back home in Edmonton, AB from Abbotsford, BC and Swoop still hasn’t got back to me. I went to British Columbia for a snowboarding trip and was iffy about my baggage getting lost and I wasn’t wrong. My snowboard reached BC no problem but it did not return with me and swoop airlines does not have the decency to even get back to me. I paid to check in my bags and paid for insurance. When I landed in Edmonton I waited two hours and never got my bag. I filled a missing bag report the night I landed, I waited on the phone for an hour which was never picked up with swoop the next morning, and I finally sent them an email the same day as the phone call which was four days ago and still not a sound from them. What’s a company without customer care? What’s a company that doesn’t get back to you?",1,2,swoop,waited two hours and never got my bag,Solo Leisure,Trip Verified,1,0,e24c004a-091c-4ff1-9f76-bc558db4a033,Boeing,Abbotsford,Edmonton,0,0,0
106206,Swoop,Economy Class,2020-12-31,2020-02-28,0,5,5,Canada,10.0,yes,I flew from London to Abbotsford with Swoop and back and it was great! My wife and I flew with our infant son on our lap and each flight they gave us our own row despite not choosing our seats. They also allowed us to have a personal (diaper) bag even though we didn't pay for a seat for our son.,4,5,swoop,it was great,Family Leisure,Trip Verified,5,0,cc9ea6ba-16af-4a69-96b2-74b0cbe34ba2,Boeing,London,Abbotsford,1,1,1
106207,Swoop,Economy Class,2019-12-31,2020-02-23,0,0,1,UnitedStates,1.0,no,"Orlando to Edmonton. They deny passengers to board anytime with the excuse that you don’t have approved ETA, even though we had showed on paper.  We drove 5 hours to take the flight & at the gate, they told us you can not board the flight & won’t get any refund.  Called & emailed several times but never got our money. Reported to the Department of Air transportation but no use.",0,0,swoop,don’t have approved ETA,Family Leisure,Trip Verified,1,0,25bb3a98-e900-4fca-9adf-3013b7404ec9,Boeing,Orlando,Edmonton,0,0,0
106208,Swoop,Economy Class,2020-12-31,2020-02-20,0,0,0,Canada,1.0,no,Edmonton to Orlando. Have been attempting to speak to Swoop regarding an upcoming flight. Their chat app takes hours for anyone to respond. They advised in the last message to me to call them. I spent 36 minutes on hold (no toll free number provided) at which time I was disconnected by their system. Extremely poor customer service.,0,0,swoop,Extremely poor customer service,Solo Leisure,Trip Verified,2,0,f658dfb7-cd82-4b3f-adb0-0f09884924dd,Boeing,Edmonton,Orlando,1,0,0
106209,Swoop,Economy Class,2020-12-31,2020-02-18,0,5,3,Canada,9.0,yes,"Hamilton to Tampa. We had seen mixed reviews of Swoop so were a little nervous flying with our family of 7. We had no delays and flights were smooth without issue. We saved about $1000 vs flying with other airlines. Leg room seemed a little bit less than other Canadian airlines. The only issue we had is staff at departure in Hamilton were a little rude, but it seemed like maybe the employee had been having a bad day. My husband overheard her talking about a guest blasting her for something. Overall a great experience and we’d definitely fly Swoop again.",4,5,swoop,Overall a great experience,Family Leisure,Trip Verified,5,2,36f48ab7-d880-49ef-a59c-3b04438b3d84,Boeing,Hamilton,Tampa,1,1,1
106210,Swoop,Economy Class,2020-12-31,2020-02-14,0,0,1,Canada,1.0,no,"Edmonton to London. I had flight with 2 month old baby, flight got delayed at first and they switched it to WestJet, we were notified 4 hours before. No Gate number on boarding pass, wrong flight on boarding pass shown. When they switched they missed to transfer my Baby's ticket. When we got hold up by security, they didn't announce name. Finally after all this, we still made it to gate, they said they cannot let us board since gates are closed. Just turned their back, did not help to find alternative flight or could have let us in. They don't care about you, once they got money, done. I would suggest to pay more and get better one. Our baggage was sent and we didn't have anything since we are moving to ON with whole place.",0,0,swoop,cannot let us board since gates are closed,Family Leisure,Trip Verified,1,0,6020a960-56e1-4d55-bd5e-013e38e3d8f5,Boeing,Edmonton,London,0,0,0
106221,Swoop,Economy Class,2020-12-31,2020-02-11,0,0,1,Canada,2.0,no,"Hamilton to Cancun. We got up early and got to airport on time. When we got there, the staff  working at the Swoop check-in were rude to us. They tried to make us feel it was our mistake that we did not know the flight was delayed for 8 hours and 40 minutes. They said we got an email and we checked but we had not got an email. They did not offer any vouchers or anything for a delay of almost 9 hours! This airport is also dirty, coming is trying to find parking is difficult, better signage is required. This is an awful airport.",1,1,swoop,staff  at Swoop check-in rude to us,Couple Leisure,Trip Verified,1,0,07a576d3-b5ad-4bff-b124-708b363cc968,Airbus,Hamilton,Cancun,0,0,0
106222,Swoop,Economy Class,2020-12-31,2020-02-08,0,0,0,Canada,1.0,no,"If you are flying Swoop ensure you are at least two hours early or else you will miss your flight. I showed up 105 mins early and missed my flight from Edmonton which I understand is my fault for not showing up before the recommended 120 mins. That was only the start to my troubles with swoop. I booked another flight with Westjet down to phoenix and still had my return flight with swoop home. Swoop sent me an email on the Friday (day after missed flight) stating if I did not reply to it within 24 hours they would cancel my prepaid return flight. I had lost my phone and had no way to reply to this message. I did my due diligence to check my emails Monday, two days before my flight, but it was already cancelled. So panicking I checked swoops flights and there was an opening on the same flight heading home. I called them asap and was charged $15 and put on hold for well over an hour. When I got ahold of the airline I explained my situation and asked if they could undo the cancellation. They said they could not undo the cancellation and requested I re-purchase the same flight home. I phoned again when I returned to Edmonton and asked if they could refund my prepaid luggage or the cancelled return flight however they held the fine print of there service agreement against me and would not even hand out a coupon to save on another swoop flight.",0,0,swoop,missed my flight from Edmonton,Solo Leisure,Trip Verified,1,0,8075988b-5e31-4b35-abc5-3ba2872c8d05,Boeing,Edmonton,Mesa,0,0,0
106223,Swoop,Economy Class,2020-12-31,2020-02-08,0,0,1,Canada,1.0,no,"Abbotsford to Edmonton. A simple 1-hour flight turned into a two-day nightmare with this airline. Delay after delay after delay. When they finally landed us onto the airplane the next day we sat on the tarmac for hours. The pilot comes on the intercom and says ""the person who fuels the plane apparently did not show up for work - we have sent someone to try and get him out of bed"" when I applied for a refund they wrote me back saying they aren't liable for routine maintenance and I won't be getting a refund. They cost me 10x the ticket price I paid due to missing work and being out of pocket for door and expenses. I had to sleep in the airport and they couldn't care less about the people inconvenienced.",1,3,swoop,a two-day nightmare,Business,Trip Verified,1,0,5b68b991-8365-48b5-ba73-7496f73a864a,Boeing,Abbotsford,Edmonton,0,0,0
